riga;codice_servizio;codice_comp o codice_tratto;data_inizio_corretta;data_fine_corretta
2619;0508052102;267543;20230727;20240424
2620;0508052102;267391;20230727;20240424
2621;0508052102;267391;;
2622;0508052102;267375;20230727;20240424
2623;0508052102;267375;;
2624;0508052102;267376;;
2625;0508052102;267376;20230727;20240424
2626;0508052102;267377;20230727;99991231
2627;0508052102;267377;;
2628;0508052102;267378;;
2629;0508052102;267378;20230727;99991231
2630;0508052102;267403;20230727;20240424
2631;0508052102;267403;;
2632;0508052102;267482;20230727;20240424
2633;0508052102;267482;;
2634;0508052102;267502;;
2635;0508052102;267502;20230727;99991231
2636;0508052102;267516;;
2637;0508052102;267516;20230727;99991231
2638;0508052102;227938;20230727;99991231
2639;0508052102;227938;;
2640;0508052102;267342;20230727;99991231
2641;0508052102;267342;;
2642;0508052102;267357;20230727;99991231
2643;0508052102;267357;;
2644;0508052102;267521;20230727;99991231
2645;0508052102;267521;;
2646;0508052102;227937;;
2647;0508052102;227937;20230727;99991231
2648;0508052102;267526;;
2649;0508052102;267526;20230727;99991231
2650;0508052102;227963;;
2651;0508052102;227963;20230727;99991231
2652;0508052102;227964;;
2653;0508052102;227964;20230727;99991231
2654;0508052102;267547;;
2655;0508052102;267547;20230727;99991231
2656;0508052102;227976;20230727;99991231
2657;0508052102;227976;;
2658;0508052102;267395;20230727;99991231
2659;0508052102;267395;;
2660;0508052102;267554;20230727;99991231
2661;0508052102;267554;;
2662;0508052102;267555;;
2663;0508052102;267555;20230727;99991231
2664;0508052102;267452;20230727;99991231
2665;0508052102;267452;;
2666;0508052102;267453;20230727;99991231
2667;0508052102;267453;;
2668;0508052102;267454;;
2669;0508052102;267454;20230727;99991231
2670;0508052102;267455;;
2671;0508052102;267455;20230727;99991231
2672;0508052102;267570;20230727;99991231
2673;0508052102;267570;;
2674;0508052102;267564;20230727;99991231
2675;0508052102;267564;;
2676;0508052102;267488;;
2677;0508052102;267488;20230727;99991231
2678;0508052102;267574;;
2679;0508052102;267574;20230727;99991231
2680;0508052102;267602;;
2681;0508052102;267602;20230727;99991231
2682;0508052102;267585;20230727;99991231
2683;0508052102;267585;;
2684;0508052102;267580;20230727;99991231
2685;0508052102;267580;;
2686;0508052102;267592;20230727;99991231
2687;0508052102;267592;;
2688;0508052102;267596;;
2689;0508052102;267596;20230727;99991231
2690;0508052102;267608;;
2691;0508052102;267608;20230727;99991231
2692;0508052102;267634;20230727;99991231
2693;0508052102;267634;;
2694;0508052102;267612;;
2695;0508052102;267612;20230727;99991231
2696;0508052102;267618;;
2697;0508052102;267618;20230727;99991231
2698;0508052102;267625;;
2699;0508052102;267625;20230727;99991231
2700;0508052102;267629;;
2701;0508052102;267629;20230727;99991231
2702;0508052102;267643;;
2703;0508052102;267643;20230727;99991231
2704;0508052102;267648;;
2705;0508052102;267648;20230727;99991231
2706;0508052102;267651;20230727;99991231
2707;0508052102;267651;;
2708;0508052102;267658;20230727;99991231
2709;0508052102;267658;;
2710;0508052102;267664;20230727;99991231
2711;0508052102;267664;;
2712;0508053502;273354;20240417;99991231
2713;0508053502;273354;;
2714;0508053502;273392;;
2715;0508053502;273392;20240113;99991231
2716;0508053502;273393;20240113;99991231
2717;0508053502;273393;;
2718;0508053502;273394;;
2719;0508053502;273394;20240113;99991231
2720;0508054201;274540;;
2721;0508054201;274540;20240112;99991231
2722;0508054201;274671;20240112;99991231
2723;0508054201;274671;;
2724;0508054201;274672;;
2725;0508054201;274672;20240112;99991231
2726;0508057803;313575;20240314;99991231
2727;0508057803;313575;;
2728;0508058003;314965;20240417;99991231
2729;0508058003;314965;;
2730;0508058502;310676;20240203;99991231
2731;0508058502;310676;;
2732;0508059102;299580;20230730;99991231
2733;0508059102;299580;;
2734;0508059102;310689;20240203;99991231
2735;0508059102;310689;;
2736;0508060701;303490;20231208;99991231
2737;0508060701;303490;;
2738;0508060802;300547;20231012;99991231
2739;0508060802;300547;;
2740;0508060802;314612;20240403;99991231
2741;0508060802;314612;;
2742;0508060802;314613;20240403;99991231
2743;0508060802;314613;;
2744;0508060802;314614;20240403;99991231
2745;0508060802;314614;;
2746;0508060802;314565;20240329;99991231
2747;0508060802;314565;;
2748;0508OM4901;312615;;
2749;0508OM4901;312615;20240224;20240424
2750;0508OM5002;303594;20231221;20240603
2751;0508OM5002;303594;;
2752;0508OM5002;313540;;
2753;0508OM5002;313540;20240309;99991231
2754;0508OM5002;313541;20240309;99991231
2755;0508OM5002;313541;;
2756;0508OM5002;314600;;
2757;0508OM5002;314600;20240331;99991231
2758;0508OM5002;303595;20231221;99991231
2759;0508OM5002;303595;;
2760;0508OM5102;314636;;
2761;0508OM5102;314636;20240411;20240415
2762;0508OM5102;303594;;
2763;0508OM5102;303594;20231221;20240603
2764;0508OM5102;306214;;
2765;0508OM5102;306214;20240210;99991231
2766;0508OM5102;312213;20240220;99991231
2767;0508OM5102;312213;;
2768;0508OM5102;303595;;
2769;0508OM5102;303595;20231221;99991231
2770;0508OM5802;314584;20240330;20240402
2771;0508OM5802;314584;;
2772;0508OM5802;314585;;
2773;0508OM5802;314585;20240330;20240402
2774;0508OM5902;300868;20231027;99991231
2775;0508OM5902;300868;;
2776;0508OM5902;300869;;
2777;0508OM5902;300869;20231027;99991231
2778;0508OM6002;299669;20230809;99991231
2779;0508OM6002;299669;;
2780;0508OM6002;300383;;
2781;0508OM6002;300383;20230922;99991231
2782;0508OM6002;299677;;
2783;0508OM6002;299677;20230811;99991231
2784;0508OM6201;300868;20231027;99991231
2785;0508OM6201;300868;;
2786;0508OM6201;300869;;
2787;0508OM6201;300869;20231027;99991231
2788;0508OM6201;301059;;
2789;0508OM6201;301059;20231104;99991231
2790;0508OM6201;161466;;
2791;0508OM6201;161466;20230727;99991231
2792;0508OM6201;299865;;
2793;0508OM6201;299865;20230903;99991231
2794;0508OM6201;304470;;
2795;0508OM6201;304470;20240121;99991231
2796;0508OM6201;312694;20240225;99991231
2797;0508OM6201;312694;;
2798;0508OM6201;312695;;
2799;0508OM6201;312695;20240225;99991231
2800;0508OM6301;301628;;
2801;0508OM6301;301628;20231115;99991231
2802;0508OM6301;301588;20231111;99991231
2803;0508OM6301;301588;;
2804;0508OM6301;301589;;
2805;0508OM6301;301589;20231112;20231114
2806;0508OM6301;301589;20231115;20240511
2807;0508OM6301;303999;;
2808;0508OM6301;303999;20240104;99991231
2809;0508OM6301;304405;;
2810;0508OM6301;304405;20240117;99991231
2811;0508OM6301;312612;20240228;99991231
2812;0508OM6301;312612;;
2813;0508OM6301;312665;20240224;99991231
2814;0508OM6301;312665;;
2815;0508OM6301;312666;20240224;99991231
2816;0508OM6301;312666;;
2817;0508OM6301;312664;;
2818;0508OM6301;312664;20240224;99991231
2819;0508OM6301;312880;;
2820;0508OM6301;312880;20240228;99991231
2821;0508OM6301;313208;20240305;99991231
2822;0508OM6301;313208;;
2823;0508OM6301;313209;;
2824;0508OM6301;313209;20240305;99991231
2825;0508OM6301;311479;;
2826;0508OM6301;311479;20240210;99991231
2827;0508OM6301;314766;;
2828;0508OM6301;314766;20240410;99991231
2829;0508OM6301;314448;;
2830;0508OM6301;314448;20240327;99991231
2831;0508OM6301;314449;;
2832;0508OM6301;314449;20240327;99991231
2833;0508OM6701;314633;;
2834;0508OM6701;314633;20240404;99991231
2835;0508OM6701;314632;;
2836;0508OM6701;314632;20240404;99991231
2837;0508OM6801;312723;20240225;20240429
2838;0508OM6801;312723;;
2839;0508OM7102;316438;20240503;99991231
2840;0508OM7102;316438;;
2841;0508OM7102;314361;;
2842;0508OM7102;314361;20240324;99991231
2843;0508OM7102;300591;;
2844;0508OM7102;300591;20231006;99991231
2845;0508OM7102;314695;20240406;99991231
2846;0508OM7102;314695;;
2847;0508OM7102;316437;;
2848;0508OM7102;316437;20240503;99991231
2849;0508OM7102;303566;;
2850;0508OM7102;303566;20240410;99991231
2851;0508OM7102;316412;;
2852;0508OM7102;316412;20240503;99991231
2853;0508OM7102;316403;;
2854;0508OM7102;316403;20240503;99991231
2855;0508OM7102;316429;20240503;99991231
2856;0508OM7102;316429;;
2857;0508OM7102;316410;;
2858;0508OM7102;316410;20240503;99991231
2859;0508OM7202;304479;20240124;99991231
2860;0508OM7202;304479;;
2861;0508OM7202;304480;;
2862;0508OM7202;304480;20240124;99991231
2863;0508OM7202;314320;20240323;99991231
2864;0508OM7202;314320;;
2865;0508OM7202;314321;20240323;99991231
2866;0508OM7202;314321;;
2867;0508OM9001;316412;;
2868;0508OM9001;316412;20240503;99991231
2869;0508OM9001;316403;;
2870;0508OM9001;316403;20240503;99991231
2871;0511000701;300646;20231015;99991231
2872;0511000701;300646;;
2873;0112001902;313067;;
2874;0112001902;313067;20240301;99991231
2875;0112002002;313068;;
2876;0112002002;313068;20240301;99991231
2877;0507118001;301581;20231110;99991231
2878;0507118001;301581;;
2879;0507118001;304013;20240106;99991231
2880;0507118001;304013;;
2881;0507118001;304014;20240106;99991231
2882;0507118001;304014;;
2883;0507129001;300656;20231017;99991231
2884;0507129001;300656;;
2885;0507129001;300657;;
2886;0507129001;300657;20231017;99991231
2887;0507129001;300694;;
2888;0507129001;300694;20231018;99991231
2889;0507129001;300695;20231018;99991231
2890;0507129001;300695;;
2891;0507129001;300691;20231018;99991231
2892;0507129001;300691;;
2893;0507129001;313551;;
2894;0507129001;313551;20240312;99991231
2895;0507129001;300881;20231028;99991231
2896;0507129001;300881;;
2897;0507129001;299804;20231020;99991231
2898;0507129001;299804;;
2899;0507129001;314801;20240411;99991231
2900;0507129001;314801;;
2901;0507129001;269488;;
2902;0507129001;269488;20231020;99991231
2903;0507129001;269489;;
2904;0507129001;269489;20231020;99991231
2905;0507129001;266856;20231020;99991231
2906;0507129001;266856;;
2907;0507129001;301944;;
2908;0507129001;301944;20231117;99991231
2909;0507129001;313548;;
2910;0507129001;313548;20240312;99991231
2911;0507129001;300735;;
2912;0507129001;300735;20231020;99991231
2913;0507129001;300736;20231020;99991231
2914;0507129001;300736;;
2915;0507129001;291917;;
2916;0507129001;291917;20231020;99991231
2917;0507129001;291918;20231020;99991231
2918;0507129001;291918;;
2919;0507129001;300737;20231020;99991231
2920;0507129001;300737;;
2921;0507129001;291678;;
2922;0507129001;291678;20231019;99991231
2923;0507129101;235140;20231019;99991231
2924;0507129101;235140;;
2925;0507129101;235141;;
2926;0507129101;235141;20231019;99991231
2927;0507129101;235142;20231019;99991231
2928;0507129101;235142;;
2929;0500126301;283474;20230926;20240116
2930;0500126301;283474;;
2931;0500126301;283472;20230926;20240116
2932;0500126301;283472;;
2933;0500126301;283433;;
2934;0500126301;283433;20230926;20240116
2935;0500126301;283434;20230926;20240116
2936;0500126301;283434;;
2937;0500126301;283475;;
2938;0500126301;283475;20230926;20240116
2939;0500126301;283482;;
2940;0500126301;283482;20230926;20240117
2941;0500126301;283477;20230926;20240117
2942;0500126301;283477;;
2943;0500126301;283409;;
2944;0500126301;283409;20230926;20240117
2945;0500126301;304413;20240118;99991231
2946;0500126301;304413;;
2947;0500126501;300860;20231026;99991231
2948;0500126501;300860;;
2949;0500126501;303919;20231229;99991231
2950;0500126501;303919;;
2951;0500126501;303920;20231229;99991231
2952;0500126501;303920;;
2953;0507129303;301584;20231111;99991231
2954;0507129303;301584;;
2955;0507129603;310940;20240210;99991231
2956;0507129603;310940;;
2957;0507129603;303495;20231208;99991231
2958;0507129603;303495;;
2959;0507129603;303067;20231125;20240511
2960;0507129603;303067;;
2961;0507129603;303068;20231125;20240511
2962;0507129603;303068;;
2963;0507129603;303408;20231129;99991231
2964;0507129603;303408;;
2965;0507129603;303411;20231129;99991231
2966;0507129603;303411;;
2967;0507129603;303436;20231202;99991231
2968;0507129603;303436;;
2969;0507129603;303477;20231207;99991231
2970;0507129603;303477;;
2971;0507129603;303494;20231208;99991231
2972;0507129603;303494;;
2973;0507129603;303500;20231208;99991231
2974;0507129603;303500;;
2975;0507129603;303446;20231202;99991231
2976;0507129603;303446;;
2977;0507129603;303451;20231202;99991231
2978;0507129603;303451;;
2979;0507129603;300962;20231103;99991231
2980;0507129603;300962;;
2981;0507129603;303590;20231220;99991231
2982;0507129603;303590;;
2983;0507129603;303588;20231220;99991231
2984;0507129603;303588;;
2985;0507129603;303589;20231220;99991231
2986;0507129603;303589;;
2987;0507129603;303577;20231220;99991231
2988;0507129603;303577;;
2989;0507129603;303578;20231220;99991231
2990;0507129603;303578;;
2991;0507129703;303570;20231219;99991231
2992;0507129703;303570;;
2993;0507129703;313310;20240306;99991231
2994;0507129703;313310;;
2995;0507129703;313308;20240306;99991231
2996;0507129703;313308;;
2997;0507129703;313307;20240306;99991231
2998;0507129703;313307;;
2999;0507130301;314899;20240416;99991231
3000;0507130301;314899;;
3001;0507130402;300596;20231006;99991231
3002;0507130402;300596;;
3003;0507130402;314369;20240324;99991231
3004;0507130402;314369;;
3005;0507130402;314309;20240323;99991231
3006;0507130402;314309;;
3007;0507130402;303997;20231230;99991231
3008;0507130402;303997;;
3009;0507130402;300593;20231006;99991231
3010;0507130402;300593;;
3011;0507130402;312680;20240225;99991231
3012;0507130402;312680;;
3013;0508061602;300502;20231013;99991231
3014;0508061602;300502;;
3015;0508061602;300503;20231013;99991231
3016;0508061602;300503;;
3017;0502007602;201573;20231221;99991231
3018;0502007602;201573;;
3019;0502007602;303594;20231221;20240603
3020;0502007602;303594;;
3021;0502007602;201586;20231221;99991231
3022;0502007602;201586;;
3023;0502007602;303595;20231221;99991231
3024;0502007602;303595;;
3025;0502007702;201586;20231221;99991231
3026;0502007702;201586;;
3027;0502007702;303595;20231221;99991231
3028;0502007702;303595;;
3029;0502007702;201573;20231221;99991231
3030;0502007702;201573;;
3031;0502007702;303594;20231221;20240603
3032;0502007702;303594;;
3033;0508061701;303594;20231221;20240603
3034;0508061701;303594;;
3035;0508061701;303595;20231221;99991231
3036;0508061701;303595;;
3037;0111004301;304110;20240113;99991231
3038;0111004301;304110;;
3039;0111004301;304127;20240114;99991231
3040;0111004301;304127;;
3041;0111004401;304078;20240111;99991231
3042;0111004401;304078;;
3043;0111004401;304110;20240113;99991231
3044;0111004401;304110;;
3045;0111004401;304127;20240114;99991231
3046;0111004401;304127;;
3047;0507130801;311508;20240213;99991231
3048;0507130801;311508;;
3049;0507130801;303572;20231220;99991231
3050;0507130801;303572;;
3051;0507130801;303573;20231220;99991231
3052;0507130801;303573;;
3053;0111006901;304110;20240113;99991231
3054;0111006901;304110;;
3055;0111006901;304127;20240114;99991231
3056;0111006901;304127;;
3057;0111007002;304110;;
3058;0111007002;304110;20240113;99991231
3059;0111007002;304127;20240114;99991231
3060;0111007002;304127;;
3061;0111007101;314919;20240416;99991231
3062;0111007101;314919;;
3063;0104002302;303878;20231228;99991231
3064;0104002302;303878;;
3065;0104002502;303565;;
3066;0104002502;303565;20231230;99991231
3067;0104002502;303558;;
3068;0104002502;303558;20231230;99991231
3069;0104002502;303559;20231230;99991231
3070;0104002502;303559;;
3071;0104002502;303560;;
3072;0104002502;303560;20231230;99991231
3073;0104002502;303561;;
3074;0104002502;303561;20231230;99991231
3075;0104002502;303562;20231230;99991231
3076;0104002502;303562;;
3077;0104002502;303563;;
3078;0104002502;303563;20231230;99991231
3079;0104002502;303564;;
3080;0104002502;303564;20231230;99991231
3081;0503000901;314540;;
3082;0503000901;314540;20240328;99991231
3083;0503000901;304407;;
3084;0503000901;304407;20240117;99991231
3085;0503001601;215480;;
3086;0503001601;215480;20240406;99991231
3087;0503001601;299880;;
3088;0503001601;299880;20240406;99991231
3089;0503001601;299881;;
3090;0503001601;299881;20240406;99991231
3091;0503001601;303921;;
3092;0503001601;303921;20231229;99991231
3093;0104002801;313758;;
3094;0104002801;313758;20240319;99991231
3095;0101383701;314330;;
3096;0101383701;314330;20240323;99991231
3097;0101383701;314325;;
3098;0101383701;314325;20240323;99991231
3099;0101383701;314315;;
3100;0101383701;314315;20240323;99991231
3101;0101383701;314335;;
3102;0101383701;314335;20240323;99991231
3103;0101383701;314345;20240323;99991231
3104;0101383701;314345;;
3105;0101383701;314556;20240329;99991231
3106;0101383701;314556;;
3107;0101383901;313874;;
3108;0101383901;313874;20240320;99991231
3109;0101383901;313875;20240320;99991231
3110;0101383901;313875;;
3111;0101383901;313876;20240320;99991231
3112;0101383901;313876;;
3113;0101383901;313877;20240320;99991231
3114;0101383901;313877;;
3115;0101383901;313878;;
3116;0101383901;313878;20240320;99991231
3117;0101383901;313879;;
3118;0101383901;313879;20240320;99991231
3119;0101383901;313880;20240320;99991231
3120;0101383901;313880;;
3121;0101383901;313881;;
3122;0101383901;313881;20240320;99991231
3123;0101383901;313882;20240320;99991231
3124;0101383901;313882;;
3125;0101383901;313883;20240320;99991231
3126;0101383901;313883;;
3127;0101383901;313884;20240320;99991231
3128;0101383901;313884;;
3129;0101383901;313885;20240320;99991231
3130;0101383901;313885;;
3131;0101383901;313886;;
3132;0101383901;313886;20240320;99991231
3133;0101383901;313887;20240320;99991231
3134;0101383901;313887;;
3135;0101383901;313888;;
3136;0101383901;313888;20240320;99991231
3137;0101383901;313889;20240320;99991231
3138;0101383901;313889;;
3139;0101383901;313890;20240320;99991231
3140;0101383901;313890;;
3141;0101383901;313891;;
3142;0101383901;313891;20240320;99991231
3143;0101383901;313892;20240320;99991231
3144;0101383901;313892;;
3145;0101383901;313893;20240320;99991231
3146;0101383901;313893;;
3147;0101383901;313894;20240320;99991231
3148;0101383901;313894;;
3149;0101383901;313895;20240320;99991231
3150;0101383901;313895;;
3151;0101383901;313896;;
3152;0101383901;313896;20240320;99991231
3153;0101383901;313897;;
3154;0101383901;313897;20240320;99991231
3155;0101383901;313898;20240320;99991231
3156;0101383901;313898;;
3157;0101383901;313899;20240320;99991231
3158;0101383901;313899;;
3159;0101383901;313900;;
3160;0101383901;313900;20240320;99991231
3161;0101383901;313901;;
3162;0101383901;313901;20240320;99991231
3163;0101383901;313902;20240320;99991231
3164;0101383901;313902;;
3165;0101383901;313903;20240320;99991231
3166;0101383901;313903;;
3167;0101383901;313904;20240320;99991231
3168;0101383901;313904;;
3169;0101383901;313905;;
3170;0101383901;313905;20240320;99991231
3171;0101383901;313906;20240320;99991231
3172;0101383901;313906;;
3173;0101383901;313907;;
3174;0101383901;313907;20240320;99991231
3175;0101383901;313908;;
3176;0101383901;313908;20240320;99991231
3177;0101383901;313909;;
3178;0101383901;313909;20240320;99991231
3179;0500129201;314316;20240323;99991231
3180;0500129201;314316;;
3181;0500129201;314336;;
3182;0500129201;314336;20240323;99991231
3183;0500129401;313946;20240320;99991231
3184;0500129401;313946;;
3185;0500129401;313947;20240320;99991231
3186;0500129401;313947;;
3187;0500129401;313948;;
3188;0500129401;313948;20240320;99991231
3189;0500129401;313949;20240320;99991231
3190;0500129401;313949;;
3191;0500129401;313950;;
3192;0500129401;313950;20240320;99991231
3193;0500129401;313951;20240320;99991231
3194;0500129401;313951;;
3195;0500129401;313952;;
3196;0500129401;313952;20240320;99991231
3197;0500129401;313953;20240320;99991231
3198;0500129401;313953;;
3199;0500129401;313954;20240320;99991231
3200;0500129401;313954;;
3201;0500129401;313955;20240320;99991231
3202;0500129401;313955;;
3203;0500129401;313956;20240320;99991231
3204;0500129401;313956;;
3205;0500129401;313957;;
3206;0500129401;313957;20240320;99991231
3207;0500129401;313958;;
3208;0500129401;313958;20240320;99991231
3209;0500129401;313959;;
3210;0500129401;313959;20240320;99991231
3211;0500129401;313960;;
3212;0500129401;313960;20240320;99991231
3213;0500129401;313961;20240320;99991231
3214;0500129401;313961;;
3215;0500129401;313962;20240320;99991231
3216;0500129401;313962;;
3217;0500129401;313963;;
3218;0500129401;313963;20240320;99991231
3219;0500129401;313964;20240320;99991231
3220;0500129401;313964;;
3221;0500129401;313965;20240320;99991231
3222;0500129401;313965;;
3223;0500129401;313966;20240320;99991231
3224;0500129401;313966;;
3225;0500129401;313967;;
3226;0500129401;313967;20240320;99991231
3227;0500129401;313968;20240320;99991231
3228;0500129401;313968;;
3229;0500129401;313969;;
3230;0500129401;313969;20240320;99991231
3231;0500129401;313970;20240320;99991231
3232;0500129401;313970;;
3233;0500129401;313971;20240320;99991231
3234;0500129401;313971;;
3235;0500129401;313972;20240320;99991231
3236;0500129401;313972;;
3237;0500129401;313973;20240320;99991231
3238;0500129401;313973;;
3239;0500129401;313974;;
3240;0500129401;313974;20240320;99991231
3241;0500129401;313975;20240320;99991231
3242;0500129401;313975;;
3243;0500129401;313976;20240320;99991231
3244;0500129401;313976;;
3245;0500129401;313977;;
3246;0500129401;313977;20240320;99991231
3247;0500129401;313978;20240320;99991231
3248;0500129401;313978;;
3249;0500129401;313979;;
3250;0500129401;313979;20240320;99991231
3251;0500129401;313980;;
3252;0500129401;313980;20240320;99991231
3253;0500129401;313981;;
3254;0500129401;313981;20240320;99991231
3255;0500129401;313982;20240320;99991231
3256;0500129401;313982;;
3257;0500129401;313983;20240320;99991231
3258;0500129401;313983;;
3259;0500129401;313984;20240320;99991231
3260;0500129401;313984;;
3261;0500129401;313985;20240320;99991231
3262;0500129401;313985;;
3263;0500129401;313986;20240320;99991231
3264;0500129401;313986;;
3265;0500129401;313987;20240320;99991231
3266;0500129401;313987;;
3267;0500129401;313988;20240320;99991231
3268;0500129401;313988;;
3269;0500129401;313989;20240320;99991231
3270;0500129401;313989;;
3271;0500129401;313990;20240320;99991231
3272;0500129401;313990;;
3273;0500129401;313991;20240320;99991231
3274;0500129401;313991;;
3275;0500129401;313992;20240320;99991231
3276;0500129401;313992;;
3277;0500129401;313993;;
3278;0500129401;313993;20240320;99991231
3279;0500129401;313994;20240320;99991231
3280;0500129401;313994;;
3281;0500129401;313995;;
3282;0500129401;313995;20240320;99991231
3283;0500129401;313608;20240319;99991231
3284;0500129401;313608;;
3285;0500129401;313609;;
3286;0500129401;313609;20240319;99991231
3287;0500129401;313610;;
3288;0500129401;313610;20240319;99991231
3289;0500129401;313611;20240319;99991231
3290;0500129401;313611;;
3291;0500129401;313612;;
3292;0500129401;313612;20240319;99991231
3293;0500129401;313613;20240319;99991231
3294;0500129401;313613;;
3295;0501008701;313835;20240320;99991231
3296;0501008701;313835;;
3297;0501008701;313836;;
3298;0501008701;313836;20240320;99991231
3299;0501008701;313837;;
3300;0501008701;313837;20240320;99991231
3301;0501008801;313681;;
3302;0501008801;313681;20240319;99991231
3303;0501008801;313996;20240320;99991231
3304;0501008801;313996;;
3305;0501008801;313997;20240320;99991231
3306;0501008801;313997;;
3307;0501008801;313998;20240320;99991231
3308;0501008801;313998;;
3309;0501008801;313999;;
3310;0501008801;313999;20240320;99991231
3311;0501008801;314000;;
3312;0501008801;314000;20240320;99991231
3313;0501008801;314001;20240320;99991231
3314;0501008801;314001;;
3315;0501008801;314002;20240320;99991231
3316;0501008801;314002;;
3317;0501008801;314003;;
3318;0501008801;314003;20240320;99991231
3319;0501008801;314004;20240320;99991231
3320;0501008801;314004;;
3321;0501008801;314005;20240320;99991231
3322;0501008801;314005;;
3323;0501008801;314006;;
3324;0501008801;314006;20240320;99991231
3325;0501008801;314007;;
3326;0501008801;314007;20240320;99991231
3327;0501008801;314008;20240320;99991231
3328;0501008801;314008;;
3329;0501008801;314009;20240320;99991231
3330;0501008801;314009;;
3331;0501008801;314010;20240320;99991231
3332;0501008801;314010;;
3333;0501008801;314011;20240320;99991231
3334;0501008801;314011;;
3335;0501008801;314012;;
3336;0501008801;314012;20240320;99991231
3337;0501008801;314013;20240320;99991231
3338;0501008801;314013;;
3339;0501008801;314014;;
3340;0501008801;314014;20240320;99991231
3341;0501008801;314015;;
3342;0501008801;314015;20240320;99991231
3343;0501008801;314016;20240320;99991231
3344;0501008801;314016;;
3345;0501008801;314017;20240320;99991231
3346;0501008801;314017;;
3347;0501008801;314018;;
3348;0501008801;314018;20240320;99991231
3349;0501008801;314019;20240320;99991231
3350;0501008801;314019;;
3351;0501008801;314020;20240320;99991231
3352;0501008801;314020;;
3353;0501008801;314021;20240320;99991231
3354;0501008801;314021;;
3355;0501008801;314022;20240320;99991231
3356;0501008801;314022;;
3357;0501008801;314023;;
3358;0501008801;314023;20240320;99991231
3359;0501008801;314024;20240320;99991231
3360;0501008801;314024;;
3361;0501008801;314025;;
3362;0501008801;314025;20240320;99991231
3363;0501008801;314026;;
3364;0501008801;314026;20240320;99991231
3365;0501008801;314027;;
3366;0501008801;314027;20240320;99991231
3367;0501008801;314028;20240320;99991231
3368;0501008801;314028;;
3369;0501008801;314029;20240320;99991231
3370;0501008801;314029;;
3371;0501008801;314030;20240320;99991231
3372;0501008801;314030;;
3373;0501008801;314031;;
3374;0501008801;314031;20240320;99991231
3375;0501009209;315332;20240420;20240424
3376;0501009209;315332;;
3377;0501009209;266863;20240216;20240416
3378;0501009209;266863;;
3379;0501010709;267173;;
3380;0501010709;267173;20240217;20240412
3381;0501012209;313134;20240305;99991231
3382;0501012209;313134;;
3383;0501012709;298940;;
3384;0501012709;298940;20240217;99991231
3385;0501012709;298939;20240217;99991231
3386;0501012709;298939;;
3387;0501012709;316580;20240507;99991231
3388;0501012709;316580;;
3389;0501012709;316571;;
3390;0501012709;316571;20240507;99991231
3391;0501012709;296451;20240217;99991231
3392;0501012709;296451;;
3393;0501014209;303922;;
3394;0501014209;303922;20240220;99991231
3395;0501014509;280536;;
3396;0501014509;280536;20240216;99991231
3397;0501014509;293192;;
3398;0501014509;293192;20240216;99991231
3399;0507132201;314445;20240327;99991231
3400;0507132201;314445;;
3401;0507132401;313910;;
3402;0507132401;313910;20240320;99991231
3403;0507132401;313911;;
3404;0507132401;313911;20240320;99991231
3405;0507132401;313912;20240320;99991231
3406;0507132401;313912;;
3407;0507132401;313913;20240320;99991231
3408;0507132401;313913;;
3409;0507132401;313914;20240320;99991231
3410;0507132401;313914;;
3411;0507132401;313915;20240320;99991231
3412;0507132401;313915;;
3413;0507132401;313916;;
3414;0507132401;313916;20240320;99991231
3415;0507132401;313917;;
3416;0507132401;313917;20240320;99991231
3417;0507132401;313918;20240320;99991231
3418;0507132401;313918;;
3419;0507132401;313919;20240320;99991231
3420;0507132401;313919;;
3421;0507132401;313920;;
3422;0507132401;313920;20240320;99991231
3423;0507132401;313921;;
3424;0507132401;313921;20240320;99991231
3425;0507132401;313922;;
3426;0507132401;313922;20240320;99991231
3427;0507132401;313923;;
3428;0507132401;313923;20240320;99991231
3429;0507132401;313924;20240320;99991231
3430;0507132401;313924;;
3431;0507132401;313925;20240320;99991231
3432;0507132401;313925;;
3433;0507132401;313926;;
3434;0507132401;313926;20240320;99991231
3435;0507132401;313927;;
3436;0507132401;313927;20240320;99991231
3437;0507132401;313928;;
3438;0507132401;313928;20240320;99991231
3439;0507132401;313929;;
3440;0507132401;313929;20240320;99991231
3441;0507132401;313930;;
3442;0507132401;313930;20240320;99991231
3443;0507132401;313931;20240320;99991231
3444;0507132401;313931;;
3445;0507132401;313932;20240320;99991231
3446;0507132401;313932;;
3447;0507132401;313933;;
3448;0507132401;313933;20240320;99991231
3449;0507132401;313934;;
3450;0507132401;313934;20240320;99991231
3451;0507132401;313935;;
3452;0507132401;313935;20240320;99991231
3453;0507132401;313936;;
3454;0507132401;313936;20240320;99991231
3455;0507132401;313937;20240320;99991231
3456;0507132401;313937;;
3457;0507132401;313938;20240320;99991231
3458;0507132401;313938;;
3459;0507132401;313939;20240320;99991231
3460;0507132401;313939;;
3461;0507132401;313940;20240320;99991231
3462;0507132401;313940;;
3463;0507132401;313941;;
3464;0507132401;313941;20240320;99991231
3465;0507132401;313942;;
3466;0507132401;313942;20240320;99991231
3467;0507132401;313943;20240320;99991231
3468;0507132401;313943;;
3469;0507132401;313944;20240320;99991231
3470;0507132401;313944;;
3471;0507132401;313945;;
3472;0507132401;313945;20240320;99991231
3473;0508062901;313786;;
3474;0508062901;313786;20240320;99991231
